bigrams_comb,count,quarter
"('军演', '战斗机')",1,2010Q3
"('演习', '反潜')",1,2010Q3
"('最后', '军队')",1,2010Q3
"('最后', '战斗机')",1,2010Q3
"('军队', '进行')",1,2010Q3
"('反潜', '空中')",1,2010Q3
"('反潜', '日')",1,2010Q3
"('进行', '空中')",1,2010Q3
"('进行', '日')",1,2010Q3
"('进行', '反潜')",1,2010Q3
"('军队', '空中')",1,2010Q3
"('军队', '日')",1,2010Q3
"('军队', '反潜')",1,2010Q3
"('战斗机', '空中')",1,2010Q3
"('军演', '联合')",1,2010Q3
"('战斗机', '日')",1,2010Q3
"('战斗机', '反潜')",1,2010Q3
"('战斗机', '进行')",1,2010Q3
"('战斗机', '军队')",1,2010Q3
"('最后', '空中')",1,2010Q3
"('最后', '日')",1,2010Q3
"('最后', '反潜')",1,2010Q3
"('最后', '进行')",1,2010Q3
"('军演', '最后')",1,2010Q3
"('崛起', '日报')",1,2010Q3
"('朝鲜', '日报')",1,2010Q3
"('美国', '朝鲜')",1,2010Q3
"('美国', '日')",1,2010Q3
"('美国', '势力')",1,2010Q3
"('美国', '演习')",1,2010Q3
"('美国', '南海')",1,2010Q3
"('军演', '日报')",1,2010Q3
"('军演', '朝鲜')",1,2010Q3
"('军演', '崛起')",1,2010Q3
"('军演', '势力')",1,2010Q3
"('军演', '南海')",1,2010Q3
"('军演', '美国')",1,2010Q3
"('中国', '日报')",1,2010Q3
"('中国', '朝鲜')",1,2010Q3
"('中国', '崛起')",1,2010Q3
"('中国', '日')",1,2010Q3
"('中国', '势力')",1,2010Q3
"('中国', '演习')",1,2010Q3
"('中国', '南海')",1,2010Q3
"('美国', '崛起')",1,2010Q3
"('美国', '日报')",1,2010Q3
"('中国', '美国')",1,2010Q3
"('南海', '演习')",1,2010Q3
"('崛起', '朝鲜')",1,2010Q3
"('日', '日报')",1,2010Q3
"('日', '朝鲜')",1,2010Q3
"('日', '崛起')",1,2010Q3
"('势力', '日报')",1,2010Q3
"('势力', '朝鲜')",1,2010Q3
"('势力', '崛起')",1,2010Q3
"('势力', '日')",1,2010Q3
"('演习', '日报')",1,2010Q3
"('演习', '朝鲜')",1,2010Q3
"('演习', '崛起')",1,2010Q3
"('演习', '势力')",1,2010Q3
"('南海', '日报')",1,2010Q3
"('南海', '朝鲜')",1,2010Q3
"('南海', '崛起')",1,2010Q3
"('南海', '日')",1,2010Q3
"('南海', '势力')",1,2010Q3
"('日', '空中')",1,2010Q3
"('外长', '日')",3,2010Q4
"('日本', '朝鲜')",3,2010Q4
"('月', '日')",3,2010Q4
"('朝鲜', '会谈')",3,2010Q4
"('日', '会谈')",3,2010Q4
"('外长', '美国')",2,2010Q4
"('外长', '华盛顿')",2,2010Q4
"('外长', '报道')",2,2010Q4
"('日本', '主席')",2,2010Q4
"('月', '报道')",2,2010Q4
"('会谈', '华盛顿')",2,2010Q4
"('会谈', '报道')",2,2010Q4
"('会谈', '日')",2,2010Q4
"('朝鲜', '日')",2,2010Q4
"('朝鲜', '半岛')",2,2010Q4
"('会晤', '日')",2,2010Q4
"('日', '半岛')",2,2010Q4
"('月', '会谈')",2,2010Q4
"('日', '美国')",2,2010Q4
"('月', '半岛')",2,2010Q4
"('中国', '美国')",2,2010Q4
"('月', '美国')",2,2010Q4
"('朝鲜', '主席')",2,2010Q4
"('日本', '月')",2,2010Q4
"('外长', '朝鲜')",2,2010Q4
"('日', '报道')",2,2010Q4
"('外长', '日本')",2,2010Q4
"('日', '朝鲜')",2,2010Q4
"('报道', '华盛顿')",2,2010Q4
"('日本', '报道')",2,2010Q4
"('日', '华盛顿')",2,2010Q4
"('朝鲜', '月')",2,2010Q4
"('日本', '访问')",1,2010Q4
"('访问', '最高')",1,2010Q4
"('朝鲜', '保持')",1,2010Q4
"('朝鲜', '海上')",1,2010Q4
"('合作', '朝鲜')",1,2010Q4
"('合作', '会谈')",1,2010Q4
"('朝鲜', '报道')",1,2010Q4
"('合作', '主席')",1,2010Q4
"('合作', '最高')",1,2010Q4
"('报道', '朝鲜')",1,2010Q4
"('报道', '会谈')",1,2010Q4
"('朝鲜', '训练')",1,2010Q4
"('日本', '华盛顿')",1,2010Q4
"('报道', '主席')",1,2010Q4
"('报道', '最高')",1,2010Q4
"('日本', '保持')",1,2010Q4
"('朝鲜', '最高')",1,2010Q4
"('会谈', '主席')",1,2010Q4
"('会谈', '最高')",1,2010Q4
"('主席', '最高')",1,2010Q4
"('军演', '参加')",1,2010Q4
"('军演', '宪法')",1,2010Q4
"('军演', '中国')",1,2010Q4
"('军演', '朝鲜')",1,2010Q4
"('日本', '海上')",1,2010Q4
"('日本', '会谈')",1,2010Q4
"('日本', '训练')",1,2010Q4
"('军演', '日本')",1,2010Q4
"('军演', '挑衅')",1,2010Q4
"('合作', '报道')",1,2010Q4
"('访问', '主席')",1,2010Q4
"('日本', '最高')",1,2010Q4
"('朝鲜', '华盛顿')",1,2010Q4
"('日本', '防务')",1,2010Q4
"('防务', '月')",1,2010Q4
"('防务', '访问')",1,2010Q4
"('防务', '合作')",1,2010Q4
"('保持', '华盛顿')",1,2010Q4
"('海上', '华盛顿')",1,2010Q4
"('海上', '保持')",1,2010Q4
"('报道', '保持')",1,2010Q4
"('防务', '报道')",1,2010Q4
"('防务', '朝鲜')",1,2010Q4
"('防务', '会谈')",1,2010Q4
"('报道', '海上')",1,2010Q4
"('训练', '华盛顿')",1,2010Q4
"('防务', '主席')",1,2010Q4
"('防务', '最高')",1,2010Q4
"('月', '访问')",1,2010Q4
"('训练', '保持')",1,2010Q4
"('月', '合作')",1,2010Q4
"('训练', '海上')",1,2010Q4
"('月', '朝鲜')",1,2010Q4
"('月', '主席')",1,2010Q4
"('月', '最高')",1,2010Q4
"('访问', '合作')",1,2010Q4
"('访问', '报道')",1,2010Q4
"('访问', '朝鲜')",1,2010Q4
"('训练', '报道')",1,2010Q4
"('日本', '合作')",1,2010Q4
"('访问', '会谈')",1,2010Q4
"('会见', '决议')",1,2010Q4
"('军演', '联合')",1,2010Q4
"('形成', '东盟')",1,2010Q4
"('形成', '之间')",1,2010Q4
"('形成', '贸易')",1,2010Q4
"('形成', '问题')",1,2010Q4
"('形成', '美国')",1,2010Q4
"('形成', '中国')",1,2010Q4
"('文章', '东盟')",1,2010Q4
"('文章', '华盛顿')",1,2010Q4
"('文章', '之间')",1,2010Q4
"('文章', '贸易')",1,2010Q4
"('文章', '问题')",1,2010Q4
"('文章', '美国')",1,2010Q4
"('文章', '中国')",1,2010Q4
"('文章', '形成')",1,2010Q4
"('联盟', '东盟')",1,2010Q4
"('联盟', '华盛顿')",1,2010Q4
"('联盟', '之间')",1,2010Q4
"('联盟', '贸易')",1,2010Q4
"('形成', '华盛顿')",1,2010Q4
"('中国', '问题')",1,2010Q4
"('军演', '继续')",1,2010Q4
"('中国', '贸易')",1,2010Q4
"('之间', '东盟')",1,2010Q4
"('之间', '华盛顿')",1,2010Q4
"('贸易', '东盟')",1,2010Q4
"('贸易', '华盛顿')",1,2010Q4
"('贸易', '之间')",1,2010Q4
"('问题', '东盟')",1,2010Q4
"('问题', '华盛顿')",1,2010Q4
"('问题', '之间')",1,2010Q4
"('问题', '贸易')",1,2010Q4
"('美国', '东盟')",1,2010Q4
"('美国', '华盛顿')",1,2010Q4
"('美国', '之间')",1,2010Q4
"('美国', '贸易')",1,2010Q4
"('美国', '问题')",1,2010Q4
"('中国', '东盟')",1,2010Q4
"('中国', '华盛顿')",1,2010Q4
"('中国', '之间')",1,2010Q4
"('联盟', '问题')",1,2010Q4
"('联盟', '美国')",1,2010Q4
"('联盟', '中国')",1,2010Q4
"('联盟', '形成')",1,2010Q4
"('宪法', '主席')",1,2010Q4
"('宪法', '继续')",1,2010Q4
"('宪法', '联合')",1,2010Q4
"('宪法', '挑衅')",1,2010Q4
"('宪法', '日本')",1,2010Q4
"('宪法', '朝鲜')",1,2010Q4
"('宪法', '中国')",1,2010Q4
"('参加', '主席')",1,2010Q4
"('参加', '继续')",1,2010Q4
"('参加', '联合')",1,2010Q4
"('参加', '挑衅')",1,2010Q4
"('参加', '日本')",1,2010Q4
"('参加', '朝鲜')",1,2010Q4
"('参加', '中国')",1,2010Q4
"('参加', '宪法')",1,2010Q4
"('会谈', '海上')",1,2010Q4
"('军演', '主席')",1,2010Q4
"('中国', '朝鲜')",1,2010Q4
"('中国', '日本')",1,2010Q4
"('中国', '挑衅')",1,2010Q4
"('日本', '继续')",1,2010Q4
"('联盟', '文章')",1,2010Q4
"('继续', '主席')",1,2010Q4
"('联合', '主席')",1,2010Q4
"('联合', '继续')",1,2010Q4
"('挑衅', '主席')",1,2010Q4
"('挑衅', '继续')",1,2010Q4
"('挑衅', '联合')",1,2010Q4
"('日本', '联合')",1,2010Q4
"('中国', '联合')",1,2010Q4
"('日本', '挑衅')",1,2010Q4
"('朝鲜', '继续')",1,2010Q4
"('朝鲜', '联合')",1,2010Q4
"('朝鲜', '挑衅')",1,2010Q4
"('朝鲜', '日本')",1,2010Q4
"('中国', '主席')",1,2010Q4
"('中国', '继续')",1,2010Q4
"('会谈', '保持')",1,2010Q4
"('美国', '局势')",1,2010Q4
"('会谈', '训练')",1,2010Q4
"('朝鲜', '局长')",1,2010Q4
"('月', '社论')",1,2010Q4
"('日', '事件')",1,2010Q4
"('日', '正在')",1,2010Q4
"('日', '项目')",1,2010Q4
"('日', '设施')",1,2010Q4
"('日', '社论')",1,2010Q4
"('日', '月')",1,2010Q4
"('朝鲜', '事件')",1,2010Q4
"('朝鲜', '正在')",1,2010Q4
"('朝鲜', '项目')",1,2010Q4
"('朝鲜', '设施')",1,2010Q4
"('朝鲜', '社论')",1,2010Q4
"('局长', '提及')",1,2010Q4
"('会谈', '提及')",1,2010Q4
"('会谈', '局长')",1,2010Q4
"('月', '设施')",1,2010Q4
"('月', '项目')",1,2010Q4
"('月', '正在')",1,2010Q4
"('会谈', '项目')",1,2010Q4
"('设施', '事件')",1,2010Q4
"('设施', '正在')",1,2010Q4
"('设施', '项目')",1,2010Q4
"('会谈', '半岛')",1,2010Q4
"('会谈', '事件')",1,2010Q4
"('会谈', '正在')",1,2010Q4
"('会谈', '设施')",1,2010Q4
"('月', '事件')",1,2010Q4
"('社论', '半岛')",1,2010Q4
"('社论', '事件')",1,2010Q4
"('社论', '正在')",1,2010Q4
"('社论', '项目')",1,2010Q4
"('社论', '设施')",1,2010Q4
"('社论', '会谈')",1,2010Q4
"('朝鲜', '提及')",1,2010Q4
"('联合国', '提及')",1,2010Q4
"('会谈', '朝鲜')",1,2010Q4
"('联合国', '局长')",1,2010Q4
"('决议', '提及')",1,2010Q4
"('决议', '局长')",1,2010Q4
"('决议', '会谈')",1,2010Q4
"('决议', '朝鲜')",1,2010Q4
"('决议', '联合国')",1,2010Q4
"('决议', '交换')",1,2010Q4
"('决议', '日')",1,2010Q4
"('决议', '外务省')",1,2010Q4
"('会见', '提及')",1,2010Q4
"('会见', '局长')",1,2010Q4
"('会见', '会谈')",1,2010Q4
"('会见', '朝鲜')",1,2010Q4
"('会见', '联合国')",1,2010Q4
"('会见', '交换')",1,2010Q4
"('会见', '日')",1,2010Q4
"('外务省', '日')",1,2010Q4
"('外务省', '交换')",1,2010Q4
"('外务省', '联合国')",1,2010Q4
"('交换', '联合国')",1,2010Q4
"('联合国', '会谈')",1,2010Q4
"('联合国', '朝鲜')",1,2010Q4
"('交换', '提及')",1,2010Q4
"('交换', '局长')",1,2010Q4
"('交换', '会谈')",1,2010Q4
"('交换', '朝鲜')",1,2010Q4
"('日', '提及')",1,2010Q4
"('外务省', '朝鲜')",1,2010Q4
"('日', '局长')",1,2010Q4
"('日', '联合国')",1,2010Q4
"('日', '交换')",1,2010Q4
"('外务省', '提及')",1,2010Q4
"('外务省', '局长')",1,2010Q4
"('外务省', '会谈')",1,2010Q4
"('设施', '半岛')",1,2010Q4
"('项目', '正在')",1,2010Q4
"('项目', '事件')",1,2010Q4
"('项目', '半岛')",1,2010Q4
"('报道', '美国')",1,2010Q4
"('日', '日')",1,2010Q4
"('日', '局势')",1,2010Q4
"('外长', '局势')",1,2010Q4
"('月', '局势')",1,2010Q4
"('月', '华盛顿')",1,2010Q4
"('月', '外长')",1,2010Q4
"('会谈', '局势')",1,2010Q4
"('会谈', '美国')",1,2010Q4
"('会谈', '外长')",1,2010Q4
"('会谈', '月')",1,2010Q4
"('会晤', '局势')",1,2010Q4
"('会晤', '美国')",1,2010Q4
"('会晤', '华盛顿')",1,2010Q4
"('会晤', '报道')",1,2010Q4
"('报道', '局势')",1,2010Q4
"('报道', '日')",1,2010Q4
"('华盛顿', '美国')",1,2010Q4
"('日', '海上')",1,2010Q4
"('会谈', '日本')",1,2010Q4
"('外长', '保持')",1,2010Q4
"('外长', '海上')",1,2010Q4
"('外长', '训练')",1,2010Q4
"('外长', '会谈')",1,2010Q4
"('日', '保持')",1,2010Q4
"('日', '训练')",1,2010Q4
"('华盛顿', '局势')",1,2010Q4
"('日', '日本')",1,2010Q4
"('日', '外长')",1,2010Q4
"('局势', '日')",1,2010Q4
"('美国', '日')",1,2010Q4
"('会见', '外务省')",1,2010Q4
"('华盛顿', '日')",1,2010Q4
"('会晤', '外长')",1,2010Q4
"('会晤', '月')",1,2010Q4
"('会晤', '会谈')",1,2010Q4
"('外长', '会议')",1,2010Q4
"('日本', '会议')",1,2010Q4
"('日本', '重新')",1,2010Q4
"('日本', '美国')",1,2010Q4
"('日本', '半岛')",1,2010Q4
"('日本', '日')",1,2010Q4
"('日本', '中国')",1,2010Q4
"('外长', '重新')",1,2010Q4
"('朝鲜', '美国')",1,2010Q4
"('外长', '半岛')",1,2010Q4
"('外长', '中国')",1,2010Q4
"('外长', '月')",1,2010Q4
"('事件', '半岛')",1,2010Q4
"('正在', '半岛')",1,2010Q4
"('正在', '事件')",1,2010Q4
"('朝鲜', '中国')",1,2010Q4
"('朝鲜', '重新')",1,2010Q4
"('重新', '会议')",1,2010Q4
"('日', '重新')",1,2010Q4
"('美国', '会议')",1,2010Q4
"('美国', '重新')",1,2010Q4
"('半岛', '会议')",1,2010Q4
"('半岛', '重新')",1,2010Q4
"('半岛', '美国')",1,2010Q4
"('日', '会议')",1,2010Q4
"('中国', '会议')",1,2010Q4
"('朝鲜', '会议')",1,2010Q4
"('中国', '重新')",1,2010Q4
"('中国', '半岛')",1,2010Q4
"('中国', '日')",1,2010Q4
"('月', '会议')",1,2010Q4
"('月', '重新')",1,2010Q4
"('月', '中国')",1,2010Q4
"('华盛顿', '东盟')",1,2010Q4
"('签署', '日本')",2,2011Q1
"('协定', '合作')",2,2011Q1
"('协定', '签署')",2,2011Q1
"('协定', '日本')",2,2011Q1
"('军演', '朝鲜')",2,2011Q1
"('签署', '合作')",2,2011Q1
"('军事', '日')",2,2011Q1
"('侵略', '日本')",1,2011Q1
"('侵略', '民主党')",1,2011Q1
"('侵略', '共同')",1,2011Q1
"('侵略', '宣言')",1,2011Q1
"('侵略', '独立')",1,2011Q1
"('侵略', '三角')",1,2011Q1
"('协定', '军事')",1,2011Q1
"('侵略', '朝鲜')",1,2011Q1
"('侵略', '赔偿')",1,2011Q1
"('日', '半岛')",1,2011Q1
"('一切', '半岛')",1,2011Q1
"('一切', '日')",1,2011Q1
"('平壤', '半岛')",1,2011Q1
"('平壤', '日')",1,2011Q1
"('侵略', '声明')",1,2011Q1
"('声明', '三角')",1,2011Q1
"('声明', '朝鲜')",1,2011Q1
"('声明', '日本')",1,2011Q1
"('军事', '半岛')",1,2011Q1
"('声明', '独立')",1,2011Q1
"('声明', '宣言')",1,2011Q1
"('声明', '共同')",1,2011Q1
"('声明', '民主党')",1,2011Q1
"('声明', '赔偿')",1,2011Q1
"('朝鲜', '日本')",1,2011Q1
"('朝鲜', '三角')",1,2011Q1
"('朝鲜', '独立')",1,2011Q1
"('朝鲜', '宣言')",1,2011Q1
"('朝鲜', '共同')",1,2011Q1
"('朝鲜', '民主党')",1,2011Q1
"('平壤', '一切')",1,2011Q1
"('对话', '日')",1,2011Q1
"('军事', '一切')",1,2011Q1
"('联合', '平壤')",1,2011Q1
"('军演', '日')",1,2011Q1
"('军演', '半岛')",1,2011Q1
"('朝鲜', '联合')",1,2011Q1
"('朝鲜', '缓和')",1,2011Q1
"('朝鲜', '对话')",1,2011Q1
"('朝鲜', '军事')",1,2011Q1
"('朝鲜', '平壤')",1,2011Q1
"('朝鲜', '一切')",1,2011Q1
"('朝鲜', '日')",1,2011Q1
"('朝鲜', '半岛')",1,2011Q1
"('联合', '缓和')",1,2011Q1
"('联合', '对话')",1,2011Q1
"('联合', '军事')",1,2011Q1
"('联合', '一切')",1,2011Q1
"('军事', '平壤')",1,2011Q1
"('联合', '日')",1,2011Q1
"('联合', '半岛')",1,2011Q1
"('缓和', '对话')",1,2011Q1
"('缓和', '军事')",1,2011Q1
"('缓和', '平壤')",1,2011Q1
"('缓和', '一切')",1,2011Q1
"('缓和', '日')",1,2011Q1
"('缓和', '半岛')",1,2011Q1
"('对话', '军事')",1,2011Q1
"('对话', '平壤')",1,2011Q1
"('对话', '一切')",1,2011Q1
"('日本', '三角')",1,2011Q1
"('对话', '半岛')",1,2011Q1
"('朝鲜', '赔偿')",1,2011Q1
"('日本', '共同')",1,2011Q1
"('日本', '独立')",1,2011Q1
"('日本', '宣言')",1,2011Q1
"('决心', '部队')",1,2011Q1
"('决心', '韩国')",1,2011Q1
"('朝鲜', '关键')",1,2011Q1
"('朝鲜', '规模')",1,2011Q1
"('朝鲜', '作战')",1,2011Q1
"('朝鲜', '例行')",1,2011Q1
"('朝鲜', '航母')",1,2011Q1
"('朝鲜', '部队')",1,2011Q1
"('朝鲜', '韩国')",1,2011Q1
"('关键', '规模')",1,2011Q1
"('关键', '作战')",1,2011Q1
"('关键', '例行')",1,2011Q1
"('关键', '航母')",1,2011Q1
"('关键', '部队')",1,2011Q1
"('关键', '韩国')",1,2011Q1
"('规模', '作战')",1,2011Q1
"('规模', '例行')",1,2011Q1
"('规模', '航母')",1,2011Q1
"('规模', '部队')",1,2011Q1
"('规模', '韩国')",1,2011Q1
"('作战', '例行')",1,2011Q1
"('作战', '航母')",1,2011Q1
"('作战', '部队')",1,2011Q1
"('作战', '韩国')",1,2011Q1
"('例行', '航母')",1,2011Q1
"('例行', '部队')",1,2011Q1
"('例行', '韩国')",1,2011Q1
"('航母', '部队')",1,2011Q1
"('航母', '韩国')",1,2011Q1
"('决心', '航母')",1,2011Q1
"('决心', '例行')",1,2011Q1
"('决心', '作战')",1,2011Q1
"('宣言', '民主党')",1,2011Q1
"('军演', '平壤')",1,2011Q1
"('日本', '民主党')",1,2011Q1
"('日本', '赔偿')",1,2011Q1
"('三角', '独立')",1,2011Q1
"('三角', '宣言')",1,2011Q1
"('三角', '共同')",1,2011Q1
"('三角', '民主党')",1,2011Q1
"('三角', '赔偿')",1,2011Q1
"('独立', '宣言')",1,2011Q1
"('独立', '共同')",1,2011Q1
"('独立', '民主党')",1,2011Q1
"('独立', '赔偿')",1,2011Q1
"('宣言', '共同')",1,2011Q1
"('宣言', '赔偿')",1,2011Q1
"('决心', '规模')",1,2011Q1
"('共同', '民主党')",1,2011Q1
"('共同', '赔偿')",1,2011Q1
"('民主党', '赔偿')",1,2011Q1
"('军演', '决心')",1,2011Q1
"('军演', '关键')",1,2011Q1
"('军演', '规模')",1,2011Q1
"('军演', '作战')",1,2011Q1
"('军演', '例行')",1,2011Q1
"('军演', '航母')",1,2011Q1
"('军演', '部队')",1,2011Q1
"('军演', '韩国')",1,2011Q1
"('决心', '朝鲜')",1,2011Q1
"('决心', '关键')",1,2011Q1
"('军演', '一切')",1,2011Q1
"('军演', '联合')",1,2011Q1
"('军演', '军事')",1,2011Q1
"('协议', '合作')",1,2011Q1
"('保护', '日本')",1,2011Q1
"('保护', '情报')",1,2011Q1
"('保护', '日')",1,2011Q1
"('日本', '情报')",1,2011Q1
"('日本', '日')",1,2011Q1
"('情报', '日')",1,2011Q1
"('协议', '协定')",1,2011Q1
"('协议', '签署')",1,2011Q1
"('协议', '日本')",1,2011Q1
"('协议', '双方')",1,2011Q1
"('协议', '李明博')",1,2011Q1
"('协议', '自卫队')",1,2011Q1
"('协议', '磋商')",1,2011Q1
"('协议', '活动')",1,2011Q1
"('加强', '情报')",1,2011Q1
"('协定', '双方')",1,2011Q1
"('协定', '李明博')",1,2011Q1
"('协定', '自卫队')",1,2011Q1
"('协定', '磋商')",1,2011Q1
"('协定', '活动')",1,2011Q1
"('签署', '双方')",1,2011Q1
"('签署', '李明博')",1,2011Q1
"('签署', '自卫队')",1,2011Q1
"('签署', '磋商')",1,2011Q1
"('签署', '活动')",1,2011Q1
"('日本', '双方')",1,2011Q1
"('日本', '李明博')",1,2011Q1
"('日本', '自卫队')",1,2011Q1
"('加强', '日')",1,2011Q1
"('加强', '日本')",1,2011Q1
"('日本', '合作')",1,2011Q1
"('签署', '加强')",1,2011Q1
"('协定', '韩国')",1,2011Q1
"('协定', '加强')",1,2011Q1
"('协定', '保护')",1,2011Q1
"('协定', '情报')",1,2011Q1
"('协定', '日')",1,2011Q1
"('军事', '签署')",1,2011Q1
"('军事', '韩国')",1,2011Q1
"('军事', '合作')",1,2011Q1
"('军事', '加强')",1,2011Q1
"('军事', '保护')",1,2011Q1
"('军事', '日本')",1,2011Q1
"('军事', '情报')",1,2011Q1
"('签署', '韩国')",1,2011Q1
"('签署', '保护')",1,2011Q1
"('加强', '保护')",1,2011Q1
"('签署', '情报')",1,2011Q1
"('签署', '日')",1,2011Q1
"('韩国', '合作')",1,2011Q1
"('韩国', '加强')",1,2011Q1
"('韩国', '保护')",1,2011Q1
"('韩国', '日本')",1,2011Q1
"('韩国', '情报')",1,2011Q1
"('韩国', '日')",1,2011Q1
"('合作', '加强')",1,2011Q1
"('合作', '保护')",1,2011Q1
"('合作', '日本')",1,2011Q1
"('合作', '情报')",1,2011Q1
"('合作', '日')",1,2011Q1
"('日本', '磋商')",1,2011Q1
"('日本', '活动')",1,2011Q1
"('军演', '对话')",1,2011Q1
"('战略', '欧洲')",1,2011Q1
"('东亚', '战略')",1,2011Q1
"('东亚', '控制')",1,2011Q1
"('东亚', '欧洲')",1,2011Q1
"('东亚', '英国')",1,2011Q1
"('东亚', '格局')",1,2011Q1
"('东亚', '世界')",1,2011Q1
"('国家', '战略')",1,2011Q1
"('国家', '控制')",1,2011Q1
"('国家', '欧洲')",1,2011Q1
"('国家', '英国')",1,2011Q1
"('国家', '格局')",1,2011Q1
"('国家', '世界')",1,2011Q1
"('战略', '控制')",1,2011Q1
"('战略', '英国')",1,2011Q1
"('美国', '世界')",1,2011Q1
"('战略', '格局')",1,2011Q1
"('战略', '世界')",1,2011Q1
"('控制', '欧洲')",1,2011Q1
"('控制', '英国')",1,2011Q1
"('控制', '格局')",1,2011Q1
"('控制', '世界')",1,2011Q1
"('欧洲', '英国')",1,2011Q1
"('欧洲', '格局')",1,2011Q1
"('欧洲', '世界')",1,2011Q1
"('英国', '格局')",1,2011Q1
"('英国', '世界')",1,2011Q1
"('格局', '世界')",1,2011Q1
"('军演', '缓和')",1,2011Q1
"('东亚', '国家')",1,2011Q1
"('美国', '格局')",1,2011Q1
"('双方', '李明博')",1,2011Q1
"('合作', '活动')",1,2011Q1
"('双方', '自卫队')",1,2011Q1
"('双方', '磋商')",1,2011Q1
"('双方', '合作')",1,2011Q1
"('双方', '活动')",1,2011Q1
"('李明博', '自卫队')",1,2011Q1
"('李明博', '磋商')",1,2011Q1
"('李明博', '合作')",1,2011Q1
"('李明博', '活动')",1,2011Q1
"('自卫队', '磋商')",1,2011Q1
"('自卫队', '合作')",1,2011Q1
"('自卫队', '活动')",1,2011Q1
"('磋商', '合作')",1,2011Q1
"('磋商', '活动')",1,2011Q1
"('大陆', '美国')",1,2011Q1
"('美国', '英国')",1,2011Q1
"('大陆', '东亚')",1,2011Q1
"('大陆', '国家')",1,2011Q1
"('大陆', '战略')",1,2011Q1
"('大陆', '控制')",1,2011Q1
"('大陆', '欧洲')",1,2011Q1
"('大陆', '英国')",1,2011Q1
"('大陆', '格局')",1,2011Q1
"('大陆', '世界')",1,2011Q1
"('美国', '东亚')",1,2011Q1
"('美国', '国家')",1,2011Q1
"('美国', '战略')",1,2011Q1
"('美国', '控制')",1,2011Q1
"('美国', '欧洲')",1,2011Q1
"('部队', '韩国')",1,2011Q1
"('首脑', '问题')",1,2011Q3
"('李明博', '关系')",1,2011Q3
"('会谈', '提及')",1,2011Q3
"('会谈', '达成')",1,2011Q3
"('会谈', '敏感')",1,2011Q3
"('会谈', '共识')",1,2011Q3
